LSOA21CD,LSOA21NM,household_single_person_aged_66_over,household_couple_with_dependent_children,household_lone_parent_with_dependent_children
E01002964,Kingston upon Thames 005A,149,161,62
E01002965,Kingston upon Thames 009A,104,178,58
E01002966,Kingston upon Thames 010C,48,202,34
E01002967,Kingston upon Thames 009B,123,140,41
E01002968,Kingston upon Thames 009C,100,164,47
E01002969,Kingston upon Thames 005B,56,136,125
E01002970,Kingston upon Thames 006D,38,158,54
E01002971,Kingston upon Thames 005C,52,194,39
E01002972,Kingston upon Thames 005D,103,171,65
E01002973,Kingston upon Thames 006E,27,131,55
E01002974,Kingston upon Thames 005E,53,192,40
E01002975,Kingston upon Thames 012A,45,122,32
E01002976,Kingston upon Thames 015A,74,185,37
E01002977,Kingston upon Thames 012B,82,131,61
E01002978,Kingston upon Thames 015B,90,171,25
E01002979,Kingston upon Thames 015C,51,129,26
E01002980,Kingston upon Thames 012C,57,120,5
E01002981,Kingston upon Thames 012D,61,121,15
E01002982,Kingston upon Thames 015D,72,121,16
E01002983,Kingston upon Thames 015E,70,179,9
E01002984,Kingston upon Thames 012E,105,120,33
E01002985,Kingston upon Thames 007E,59,176,42
E01002986,Kingston upon Thames 008E,60,114,24
E01002987,Kingston upon Thames 011B,127,101,41
E01002988,Kingston upon Thames 011C,46,113,35
E01002989,Kingston upon Thames 011D,61,177,27
E01002990,Kingston upon Thames 009D,86,129,24
E01002991,Kingston upon Thames 009E,59,142,28
E01002992,Kingston upon Thames 010D,50,96,16
E01002993,Kingston upon Thames 013C,83,129,36
E01002994,Kingston upon Thames 016A,53,159,26
E01002995,Kingston upon Thames 013D,67,136,25
E01002996,Kingston upon Thames 016B,48,173,36
E01002997,Kingston upon Thames 016C,44,171,23
E01002998,Kingston upon Thames 016D,48,193,62
E01002999,Kingston upon Thames 013E,63,120,66
E01003000,Kingston upon Thames 017C,51,187,38
E01003001,Kingston upon Thames 017D,63,173,25
E01003002,Kingston upon Thames 016E,102,182,73
E01003003,Kingston upon Thames 017E,64,160,48
E01003004,Kingston upon Thames 018D,65,162,32
E01003005,Kingston upon Thames 018E,56,154,36
E01003006,Kingston upon Thames 001A,76,165,24
E01003007,Kingston upon Thames 001B,56,209,35
E01003008,Kingston upon Thames 001C,68,197,21
E01003009,Kingston upon Thames 001D,94,240,59
E01003010,Kingston upon Thames 001E,50,169,25
E01003011,Kingston upon Thames 004E,94,184,37
E01003013,Lambeth 036A,26,34,17
E01003014,Lambeth 036B,96,74,51
E01003015,Lambeth 002A,86,65,60
E01003016,Lambeth 036C,34,27,18
E01003017,Lambeth 036D,97,53,44
E01003018,Lambeth 020A,41,74,27
E01003019,Lambeth 015A,47,70,45
E01003020,Lambeth 016A,45,74,79
E01003021,Lambeth 021A,55,67,53
E01003022,Lambeth 021B,48,81,42
E01003023,Lambeth 021C,54,117,99
E01003024,Lambeth 021D,48,77,123
E01003025,Lambeth 021E,59,109,94
E01003026,Lambeth 019A,44,69,14
E01003027,Lambeth 019B,22,136,5
E01003028,Lambeth 019C,36,121,36
E01003029,Lambeth 017A,64,74,45
E01003030,Lambeth 019D,43,82,24
E01003031,Lambeth 023A,48,63,70
E01003032,Lambeth 017B,97,61,57
E01003033,Lambeth 019E,34,118,34
E01003034,Lambeth 012A,50,97,53
E01003035,Lambeth 012B,52,63,28
E01003036,Lambeth 012C,59,71,37
E01003037,Lambeth 013A,51,57,64
E01003038,Lambeth 013B,51,85,28
E01003039,Lambeth 013C,55,114,34
E01003040,Lambeth 013D,43,67,26
E01003041,Lambeth 017C,50,57,70
E01003042,Lambeth 013E,41,46,31
E01003043,Lambeth 018A,64,80,40
E01003044,Lambeth 018B,43,63,99
E01003045,Lambeth 011A,62,49,117
E01003046,Lambeth 009A,38,64,114
E01003047,Lambeth 011B,59,53,72
E01003048,Lambeth 009B,46,115,117
E01003049,Lambeth 011C,49,75,86
E01003050,Lambeth 016B,63,35,49
E01003051,Lambeth 018C,33,57,69
E01003052,Lambeth 016C,64,64,83
E01003053,Lambeth 015B,31,47,21
E01003054,Lambeth 015C,28,40,35
E01003055,Lambeth 016D,100,38,41
E01003056,Lambeth 015D,30,43,33
E01003057,Lambeth 017D,42,55,74
E01003058,Lambeth 015E,51,54,45
E01003059,Lambeth 011D,57,75,84
E01003060,Lambeth 011E,35,65,81
E01003061,Lambeth 011F,56,34,34
E01003062,Lambeth 033A,56,110,70
E01003063,Lambeth 033B,43,66,64
E01003064,Lambeth 028A,36,146,58
E01003065,Lambeth 031A,75,105,121
E01003066,Lambeth 028B,58,126,102
E01003067,Lambeth 033C,54,153,65
E01003068,Lambeth 031B,62,116,93
E01003069,Lambeth 033D,39,112,73
E01003070,Lambeth 033E,48,79,82
E01003071,Lambeth 018D,49,154,51
E01003072,Lambeth 014A,87,138,29
E01003073,Lambeth 014B,49,85,72
E01003074,Lambeth 018E,75,130,65
E01003075,Lambeth 009C,52,79,104
E01003076,Lambeth 014C,25,121,68
E01003077,Lambeth 014D,30,85,49
E01003078,Lambeth 014E,70,142,36
E01003079,Lambeth 027A,44,107,92
E01003080,Lambeth 027B,45,145,68
E01003081,Lambeth 028C,43,136,76
E01003082,Lambeth 031C,61,86,73
E01003083,Lambeth 030A,73,124,41
E01003084,Lambeth 030B,50,134,40
E01003085,Lambeth 030C,96,166,48
E01003086,Lambeth 031D,34,105,67
E01003087,Lambeth 031E,37,92,120
E01003088,Lambeth 010A,44,67,73
E01003089,Lambeth 008A,24,73,100
E01003090,Lambeth 012D,48,62,43
E01003091,Lambeth 008B,42,61,78
E01003092,Lambeth 008C,26,97,116
E01003093,Lambeth 010B,65,103,156
E01003094,Lambeth 010C,53,47,35
E01003095,Lambeth 012E,34,86,26
E01003096,Lambeth 010D,53,53,18
E01003097,Lambeth 006A,94,53,68
E01003098,Lambeth 005A,66,69,53
E01003099,Lambeth 005B,82,72,72
E01003100,Lambeth 005C,23,53,28
E01003101,Lambeth 003A,34,47,80
E01003102,Lambeth 004A,46,42,32
E01003104,Lambeth 004C,81,67,72
E01003105,Lambeth 003B,100,62,83
E01003106,Lambeth 003C,81,94,111
E01003107,Lambeth 003D,71,62,47
E01003108,Lambeth 002B,78,72,88
E01003110,Lambeth 002C,92,88,46
E01003111,Lambeth 002D,88,86,119
E01003112,Lambeth 002E,63,83,102
E01003113,Lambeth 032A,38,104,55
E01003114,Lambeth 032B,40,164,63
E01003115,Lambeth 034A,43,108,69
E01003116,Lambeth 029A,49,132,41
E01003117,Lambeth 029B,64,96,69
E01003118,Lambeth 029C,70,167,69
E01003119,Lambeth 032C,40,141,70
E01003120,Lambeth 032D,60,121,97
E01003121,Lambeth 006B,49,70,113
E01003122,Lambeth 004D,58,69,62
E01003123,Lambeth 006C,41,72,36
E01003124,Lambeth 006D,32,42,64
E01003125,Lambeth 006E,54,76,100
E01003126,Lambeth 008D,44,51,69
E01003127,Lambeth 010E,50,92,64
E01003128,Lambeth 008E,44,72,81
E01003129,Lambeth 004E,40,60,51
E01003130,Lambeth 026A,55,116,53
E01003131,Lambeth 026B,45,132,51
E01003132,Lambeth 024A,43,68,67
E01003133,Lambeth 027C,43,111,65
E01003134,Lambeth 027D,43,115,48
E01003135,Lambeth 026C,50,77,45
E01003136,Lambeth 022A,40,83,67
E01003137,Lambeth 022B,51,53,99
E01003138,Lambeth 026D,35,114,23
E01003139,Lambeth 035A,40,115,37
E01003140,Lambeth 035B,52,95,29
E01003141,Lambeth 034B,79,135,70
E01003142,Lambeth 035C,48,86,31
E01003143,Lambeth 035D,44,71,68
E01003144,Lambeth 034C,43,121,14
E01003145,Lambeth 034D,62,106,57
E01003146,Lambeth 035E,34,87,42
E01003147,Lambeth 034E,63,137,56
E01003148,Lambeth 032E,46,144,62
E01003149,Lambeth 030D,59,125,40
E01003150,Lambeth 032F,79,98,82
E01003151,Lambeth 026E,97,82,115
E01003152,Lambeth 027E,46,135,44
E01003153,Lambeth 029D,46,97,35
E01003154,Lambeth 030E,73,135,127
E01003155,Lambeth 029E,59,149,34
E01003156,Lambeth 023B,45,114,45
E01003157,Lambeth 023C,35,170,39
E01003158,Lambeth 023D,50,138,23
E01003159,Lambeth 022C,58,67,43
E01003160,Lambeth 022D,25,52,59
E01003161,Lambeth 023E,54,82,33
E01003162,Lambeth 022E,48,98,74
E01003163,Lambeth 023F,50,111,42
E01003164,Lambeth 025A,58,119,103
E01003165,Lambeth 025B,91,127,63
E01003166,Lambeth 028D,50,151,100
E01003167,Lambeth 028E,62,200,38
E01003168,Lambeth 025C,54,60,109
E01003169,Lambeth 025D,50,171,85
E01003170,Lambeth 025E,143,200,26
E01003171,Lambeth 020B,44,81,48
E01003172,Lambeth 024B,52,110,98
E01003173,Lambeth 020C,52,86,32
E01003174,Lambeth 024C,43,87,147
E01003175,Lambeth 024D,42,83,82
E01003176,Lambeth 016E,63,86,102
E01003177,Lambeth 020D,25,63,45
E01003178,Lambeth 020E,37,85,20
E01003179,Lambeth 024E,42,74,119
E01003180,Lambeth 005D,38,78,38
E01003181,Lambeth 007A,61,53,59
E01003182,Lambeth 009D,49,85,81
E01003183,Lambeth 005E,56,60,77
E01003184,Lambeth 007B,32,68,95
E01003185,Lambeth 007C,63,58,74
E01003186,Lambeth 007D,52,79,78
E01003187,Lambeth 007E,51,118,86
E01003188,Lambeth 009E,49,44,57
E01003189,Lewisham 034A,57,104,80
E01003190,Lewisham 034B,58,137,198
E01003191,Lewisham 034C,69,109,99
E01003192,Lewisham 034D,63,105,104
E01003193,Lewisham 029A,72,160,67
E01003194,Lewisham 029B,87,94,88
E01003195,Lewisham 029C,66,124,58
E01003196,Lewisham 029D,74,98,81
E01003197,Lewisham 029E,66,79,90
E01003198,Lewisham 009A,66,120,51
E01003199,Lewisham 007A,65,159,52
E01003200,Lewisham 009B,59,113,22
E01003201,Lewisham 007B,47,103,55
E01003202,Lewisham 009C,115,115,30
E01003203,Lewisham 009D,72,124,88
E01003204,Lewisham 007C,51,80,91
E01003205,Lewisham 007D,42,87,72
E01003206,Lewisham 007E,33,103,32
E01003207,Lewisham 005A,72,95,99
E01003209,Lewisham 005B,39,84,98
E01003210,Lewisham 005C,35,114,48
E01003211,Lewisham 008B,30,94,43
E01003212,Lewisham 005D,79,120,54
E01003213,Lewisham 008C,46,148,66
E01003214,Lewisham 008D,43,107,76
E01003215,Lewisham 005E,39,67,49
E01003216,Lewisham 025A,25,115,52
E01003217,Lewisham 022A,55,154,44
E01003218,Lewisham 022B,47,144,43
E01003219,Lewisham 025B,112,130,47
E01003220,Lewisham 022C,46,106,46
E01003221,Lewisham 025C,50,157,68
E01003222,Lewisham 022D,50,113,52
E01003223,Lewisham 025D,51,96,31
E01003224,Lewisham 022E,47,156,52
E01003225,Lewisham 015A,48,194,25
E01003226,Lewisham 019A,38,165,40
E01003227,Lewisham 019B,63,177,24
E01003228,Lewisham 019C,44,161,38
E01003229,Lewisham 019D,75,100,101
E01003230,Lewisham 019E,55,158,98
E01003231,Lewisham 015B,53,121,47
E01003232,Lewisham 015C,58,176,23
E01003233,Lewisham 015D,49,156,65
E01003235,Lewisham 038A,42,102,45
E01003236,Lewisham 037A,52,121,91
E01003237,Lewisham 037B,48,137,76
E01003238,Lewisham 037C,39,122,99
E01003239,Lewisham 037D,42,120,89
E01003240,Lewisham 038B,61,140,99
E01003241,Lewisham 038C,165,91,42
E01003243,Lewisham 038D,70,97,76
E01003244,Lewisham 001A,27,119,118
E01003245,Lewisham 001B,27,136,115
E01003246,Lewisham 002A,27,91,118
E01003247,Lewisham 001C,36,79,35
E01003248,Lewisham 002B,29,76,103
E01003249,Lewisham 001D,50,108,87
E01003251,Lewisham 002C,36,89,122
E01003252,Lewisham 002D,50,69,111
E01003253,Lewisham 002E,62,70,57
E01003254,Lewisham 021A,69,121,41
E01003255,Lewisham 021B,51,131,77
E01003256,Lewisham 028A,73,158,97
E01003257,Lewisham 028B,53,127,59
E01003258,Lewisham 028C,29,83,115
E01003259,Lewisham 028D,53,158,65
E01003260,Lewisham 021C,41,167,38
E01003261,Lewisham 021D,52,131,43
E01003262,Lewisham 021E,46,120,54
E01003263,Lewisham 023A,71,137,96
E01003264,Lewisham 031A,135,105,62
E01003265,Lewisham 031B,44,108,98
E01003266,Lewisham 031C,96,111,80
E01003267,Lewisham 031D,70,126,69
E01003268,Lewisham 023B,74,141,83
E01003269,Lewisham 023C,54,118,59
E01003270,Lewisham 023D,54,118,38
E01003271,Lewisham 023E,73,134,32
E01003272,Lewisham 014A,36,149,48
E01003273,Lewisham 011A,46,113,44
E01003274,Lewisham 014B,43,128,63
E01003275,Lewisham 014C,62,104,55
E01003276,Lewisham 014D,30,183,51
E01003277,Lewisham 011B,43,105,47
E01003278,Lewisham 011C,51,119,75
E01003279,Lewisham 011D,65,119,39
E01003280,Lewisham 016A,58,141,75
E01003281,Lewisham 016B,59,166,38
E01003282,Lewisham 013A,88,157,56
E01003283,Lewisham 013B,79,252,35
E01003284,Lewisham 013C,52,167,60
E01003285,Lewisham 016C,85,154,61
E01003286,Lewisham 013D,95,159,98
E01003287,Lewisham 016D,62,245,44
E01003288,Lewisham 041A,122,103,91
E01003290,Lewisham 041E,56,92,87
E01003291,Lewisham 041D,68,78,104
E01003292,Lewisham 017A,45,127,69
E01003293,Lewisham 017B,40,81,61
E01003295,Lewisham 017D,26,123,72
E01003297,Lewisham 003A,23,110,53
E01003298,Lewisham 039A,28,51,85
E01003299,Lewisham 003B,30,86,71
E01003300,Lewisham 039B,35,64,75
E01003301,Lewisham 003C,29,109,69
E01003302,Lewisham 003D,60,84,108
E01003303,Lewisham 039C,41,64,72
E01003304,Lewisham 039D,38,94,83
E01003305,Lewisham 003E,43,131,101
E01003307,Lewisham 024A,56,147,46
E01003308,Lewisham 024B,56,148,68
E01003309,Lewisham 027A,78,103,93
E01003310,Lewisham 027B,50,100,58
E01003311,Lewisham 027C,47,145,29
E01003312,Lewisham 027D,116,142,58
E01003313,Lewisham 027E,33,115,103
E01003314,Lewisham 024C,41,174,70
E01003315,Lewisham 024D,40,84,55
E01003316,Lewisham 024E,43,136,33
E01003318,Lewisham 020B,31,110,112
E01003319,Lewisham 018A,81,91,93
E01003320,Lewisham 018B,42,84,78
E01003321,Lewisham 020C,53,106,79
E01003322,Lewisham 020D,46,98,44
E01003323,Lewisham 018C,50,83,64
E01003324,Lewisham 020E,58,118,118
E01003325,Lewisham 018D,77,97,144
E01003326,Lewisham 035A,86,116,73
E01003327,Lewisham 035B,66,133,48
E01003328,Lewisham 035C,103,105,79
E01003329,Lewisham 033A,57,147,70
E01003330,Lewisham 033B,74,125,117
E01003331,Lewisham 033C,91,104,54
E01003332,Lewisham 033D,81,117,59
E01003333,Lewisham 035D,48,123,60
E01003334,Lewisham 033E,73,85,80
E01003335,Lewisham 035E,49,93,99
E01003336,Lewisham 010A,50,99,85
E01003337,Lewisham 010B,33,73,103
E01003338,Lewisham 006A,64,82,109
E01003339,Lewisham 006B,41,95,53
E01003340,Lewisham 006C,31,90,32
E01003341,Lewisham 006D,32,92,29
E01003342,Lewisham 010C,28,142,56
E01003343,Lewisham 006E,39,100,55
E01003344,Lewisham 010D,39,116,44
E01003345,Lewisham 010E,28,156,59
E01003346,Lewisham 026A,61,84,75
E01003347,Lewisham 030A,42,113,178
E01003348,Lewisham 030B,69,117,73
E01003349,Lewisham 026B,37,127,94
E01003350,Lewisham 030C,39,67,62
E01003351,Lewisham 026C,68,104,83
E01003352,Lewisham 030D,85,146,141
E01003353,Lewisham 030E,71,150,41
E01003354,Lewisham 026D,58,117,108
E01003355,Merton 009A,56,137,21
E01003356,Merton 009B,63,202,28
E01003357,Merton 012A,59,135,103
E01003358,Merton 009C,64,166,28
E01003359,Merton 006A,108,145,34
E01003360,Merton 006B,44,174,24
E01003361,Merton 015A,58,152,38
E01003362,Merton 021A,60,129,24
E01003363,Merton 021B,74,182,22
E01003364,Merton 021C,99,184,11
E01003365,Merton 021D,60,133,7
E01003366,Merton 016A,58,139,31
E01003368,Merton 008A,42,108,24
E01003369,Merton 005B,48,111,31
E01003370,Merton 005C,45,129,51
E01003371,Merton 005D,51,94,14
E01003372,Merton 008B,43,103,60
E01003373,Merton 018A,30,82,101
E01003374,Merton 022A,70,127,74
E01003375,Merton 022B,139,165,31
E01003376,Merton 012B,57,95,47
E01003377,Merton 012C,28,96,83
E01003378,Merton 018B,47,192,65
E01003379,Merton 018C,78,151,86
E01003380,Merton 011A,71,216,15
E01003381,Merton 016B,96,158,18
E01003382,Merton 011B,70,206,31
E01003383,Merton 009D,40,175,24
E01003384,Merton 009E,41,171,34
E01003385,Merton 011C,33,235,12
E01003386,Merton 013A,57,198,68
E01003387,Merton 014A,72,150,80
E01003388,Merton 013B,87,113,45
E01003389,Merton 013C,59,119,42
E01003390,Merton 018D,36,136,105
E01003391,Merton 014B,36,82,90
E01003392,Merton 013D,43,112,30
E01003393,Merton 008C,35,124,40
E01003394,Merton 007A,49,115,34
E01003395,Merton 007B,40,105,19
E01003396,Merton 007C,53,105,17
E01003397,Merton 007D,47,95,31
E01003398,Merton 007E,51,121,29
E01003399,Merton 011D,66,117,29
E01003400,Merton 003A,50,132,19
E01003401,Merton 004A,104,134,21
E01003402,Merton 004B,98,149,23
E01003403,Merton 004C,99,118,10
E01003404,Merton 004D,160,143,30
E01003405,Merton 018E,59,193,66
E01003406,Merton 008D,19,110,44
E01003407,Merton 008E,41,150,59
E01003408,Merton 012D,63,163,46
E01003409,Merton 013E,57,108,41
E01003410,Merton 012E,29,124,53
E01003411,Merton 014C,45,198,66
E01003412,Merton 014D,44,108,81
E01003413,Merton 017A,54,153,63
E01003414,Merton 017B,61,105,36
E01003415,Merton 017C,57,184,52
E01003416,Merton 017D,58,98,18
E01003417,Merton 025A,83,143,35
E01003418,Merton 025B,65,128,25
E01003419,Merton 025C,60,176,42
E01003420,Merton 025D,35,155,19
E01003421,Merton 021E,67,137,31
E01003422,Merton 025E,70,118,26
E01003423,Merton 011E,71,185,16
E01003424,Merton 015B,84,173,14
E01003425,Merton 015C,55,156,13
E01003426,Merton 015D,61,140,23
E01003427,Merton 023A,62,170,40
E01003428,Merton 015E,97,166,25
E01003429,Merton 019A,49,114,36
E01003430,Merton 019B,29,90,97
E01003431,Merton 019C,40,104,81
E01003432,Merton 019D,39,112,86
E01003433,Merton 019E,63,99,58
E01003434,Merton 017E,40,103,24
E01003435,Merton 014E,49,164,77
E01003436,Merton 023B,57,142,46
E01003437,Merton 022C,96,141,36
E01003438,Merton 024A,76,139,59
E01003439,Merton 023C,37,107,64
E01003440,Merton 022D,56,115,66
E01003441,Merton 022E,47,137,59
E01003442,Merton 010A,97,172,25
E01003443,Merton 010B,82,215,29
E01003444,Merton 010C,74,177,27
E01003445,Merton 010D,57,192,35
E01003446,Merton 016C,63,163,48
E01003447,Merton 016D,59,113,86
E01003448,Merton 023D,57,188,61
E01003449,Merton 024B,75,139,39
E01003450,Merton 024C,61,160,54
E01003451,Merton 024D,59,159,33
E01003452,Merton 024E,104,171,64
E01003453,Merton 023E,63,143,50
E01003454,Merton 003B,74,126,20
E01003455,Merton 005E,38,144,34
E01003456,Merton 003C,45,131,21
E01003457,Merton 006C,46,236,22
E01003458,Merton 006D,47,186,32
E01003459,Merton 006E,69,150,90
E01003460,Merton 002A,127,100,23
E01003461,Merton 004E,71,105,22
E01003462,Merton 002B,83,149,19
E01003463,Merton 010E,59,161,30
E01003464,Merton 002C,80,133,12
E01003465,Merton 002D,50,118,15
E01003466,Merton 020A,71,179,18
E01003467,Merton 020B,80,189,35
E01003468,Merton 020C,69,205,18
E01003469,Merton 020D,33,153,41
E01003470,Merton 020E,55,193,31
E01003471,Merton 016E,71,168,28
E01003472,Merton 001A,39,204,15
E01003473,Merton 001B,43,155,23
E01003474,Merton 001C,32,163,15
E01003476,Merton 003D,37,133,32
E01003477,Merton 003E,50,182,30
E01003478,Merton 001E,38,234,28
E01003479,Newham 035A,36,129,70
E01003480,Newham 033A,48,114,54
E01003481,Newham 035B,46,91,45
E01003483,Newham 032A,58,95,60
E01003484,Newham 032B,21,128,56
E01003485,Newham 035C,40,118,54
E01003486,Newham 033C,65,48,55
E01003487,Newham 033D,18,86,41
E01003488,Newham 019A,54,124,78
E01003489,Newham 019B,33,258,64
E01003490,Newham 019C,22,177,53
E01003491,Newham 022A,97,108,32
E01003492,Newham 025A,33,148,33
E01003494,Newham 025C,25,198,39
E01003495,Newham 025D,45,206,39
E01003496,Newham 027A,34,64,52
E01003497,Newham 034A,49,93,63
E01003498,Newham 027B,36,123,65
E01003499,Newham 030A,90,145,128
E01003500,Newham 027C,57,108,80
E01003501,Newham 030B,46,171,83
E01003502,Newham 030C,45,144,101
E01003503,Newham 030D,42,137,88
E01003506,Newham 034D,40,80,55
E01003507,Newham 031A,67,140,66
E01003508,Newham 031B,38,135,113
E01003509,Newham 031C,63,121,154
E01003511,Newham 036A,38,131,66
E01003512,Newham 036B,61,112,84
E01003513,Newham 035D,22,128,63
E01003514,Newham 036C,29,104,88
E01003515,Newham 036D,65,102,100
E01003516,Newham 032C,46,107,108
E01003517,Newham 036E,34,107,121
E01003518,Newham 032D,24,134,56
E01003519,Newham 032E,29,70,39
E01003520,Newham 018A,52,132,28
E01003521,Newham 018B,33,161,37
E01003522,Newham 018C,32,160,34
E01003523,Newham 024A,54,150,58
E01003524,Newham 019D,37,157,41
E01003525,Newham 018D,37,157,32
E01003526,Newham 018E,31,111,32
E01003527,Newham 024B,37,152,36
E01003528,Newham 005A,27,100,56
E01003529,Newham 010A,21,143,26
E01003530,Newham 010B,29,117,21
E01003531,Newham 010C,31,120,42
E01003532,Newham 010D,38,95,20
E01003533,Newham 011A,34,148,34
E01003534,Newham 010E,33,166,50
E01003535,Newham 023A,33,145,78
E01003536,Newham 023B,27,182,67
E01003537,Newham 024C,39,199,50
E01003538,Newham 029A,50,154,78
E01003539,Newham 029B,39,188,61
E01003540,Newham 029C,33,139,72
E01003541,Newham 029D,27,154,65
E01003542,Newham 024D,44,182,73
E01003543,Newham 001A,42,179,61
E01003544,Newham 001B,32,135,43
E01003545,Newham 006A,40,97,62
E01003546,Newham 001C,31,112,67
E01003547,Newham 007A,50,135,36
E01003548,Newham 006B,87,123,48
E01003549,Newham 006C,42,156,70
E01003550,Newham 001D,39,132,46
E01003551,Newham 009A,52,106,57
E01003552,Newham 016A,37,108,37
E01003553,Newham 009B,48,158,68
E01003554,Newham 009C,51,83,29
E01003555,Newham 007B,32,83,18
E01003556,Newham 008A,34,163,69
E01003557,Newham 006D,25,118,59
E01003558,Newham 008B,28,131,47
E01003559,Newham 009D,46,136,61
E01003560,Newham 011B,29,106,29
E01003561,Newham 007C,29,111,25
E01003562,Newham 014A,29,132,22
E01003563,Newham 011C,21,165,41
E01003564,Newham 014B,26,175,44
E01003565,Newham 014C,22,159,23
E01003566,Newham 014D,43,159,27
E01003567,Newham 007D,20,141,44
E01003568,Newham 017A,33,111,29
E01003569,Newham 017B,21,122,33
E01003570,Newham 008C,22,141,28
E01003571,Newham 008D,31,122,35
E01003572,Newham 008E,20,95,24
E01003573,Newham 017C,28,125,39
E01003574,Newham 017D,71,179,44
E01003575,Newham 005B,28,138,32
E01003576,Newham 002A,57,161,68
E01003577,Newham 005C,63,251,99
E01003578,Newham 003A,24,203,63
E01003579,Newham 004A,31,141,38
E01003580,Newham 005D,41,181,74
E01003581,Newham 002B,19,128,44
E01003582,Newham 002C,29,116,55
E01003583,Newham 002D,23,172,65
E01003584,Newham 003B,47,117,41
E01003585,Newham 004B,14,88,25
E01003586,Newham 003C,20,127,37
E01003587,Newham 004C,65,222,99
E01003588,Newham 011D,23,111,21
E01003589,Newham 011E,30,142,29
E01003590,Newham 003D,52,108,108
E01003591,Newham 004D,51,172,66
E01003592,Newham 022B,41,117,54
E01003593,Newham 027D,36,90,52
E01003594,Newham 026A,24,121,47
E01003595,Newham 026B,86,100,46
E01003596,Newham 016B,44,139,39
E01003597,Newham 016C,33,87,29
E01003598,Newham 021A,37,119,93
E01003599,Newham 022C,44,109,44
E01003600,Newham 021B,48,91,54
E01003601,Newham 028A,42,155,67
E01003602,Newham 026C,26,144,48
E01003603,Newham 028B,32,171,56
E01003604,Newham 031D,46,186,91
E01003605,Newham 028C,52,159,62
E01003607,Newham 026D,22,157,61
E01003608,Newham 028D,29,172,62
E01003611,Newham 041C,56,157,123
E01003615,Newham 039A,70,106,45
E01003616,Newham 012A,47,124,45
E01003618,Newham 012C,62,119,54
E01003619,Newham 012D,89,140,176
E01003621,Newham 023C,18,134,28
E01003622,Newham 023D,25,154,59
E01003623,Newham 023E,27,134,48
E01003624,Newham 024E,24,134,35
E01003625,Newham 015A,21,132,35
E01003626,Newham 015B,21,128,19
E01003627,Newham 015C,29,108,15
E01003628,Newham 015D,11,126,17
E01003629,Newham 015E,22,136,37
E01003630,Newham 021C,59,111,49
E01003631,Newham 020A,36,94,58
E01003632,Newham 020B,41,120,50
E01003633,Newham 020C,48,124,82
E01003634,Newham 020D,42,105,49
E01003635,Newham 016D,41,88,24
E01003636,Newham 020E,43,118,105
E01003637,Newham 021D,40,89,33
E01003638,Redbridge 017A,109,165,19
E01003639,Redbridge 013A,103,224,50
E01003640,Redbridge 013B,51,178,37
E01003641,Redbridge 013C,39,136,31
E01003642,Redbridge 013D,43,139,36
E01003643,Redbridge 017B,104,201,29
E01003644,Redbridge 017C,43,135,23
E01003645,Redbridge 017D,41,325,59
E01003646,Redbridge 012A,70,137,21
E01003647,Redbridge 015A,37,166,44
E01003648,Redbridge 012B,88,107,20
E01003649,Redbridge 012C,50,130,29
E01003650,Redbridge 015B,71,148,36
E01003651,Redbridge 012D,72,103,13
E01003652,Redbridge 015C,40,134,19
E01003653,Redbridge 015D,40,159,95
E01003654,Redbridge 004A,52,157,44
E01003655,Redbridge 004B,69,135,19
E01003656,Redbridge 005A,89,121,52
E01003657,Redbridge 005B,104,171,55
E01003658,Redbridge 004C,86,121,71
E01003659,Redbridge 005C,54,182,50
E01003660,Redbridge 004D,60,193,24
E01003661,Redbridge 038A,60,208,57
E01003662,Redbridge 038C,50,199,51
E01003663,Redbridge 037A,123,177,30
E01003664,Redbridge 037B,41,195,34
E01003665,Redbridge 037E,46,154,22
E01003666,Redbridge 038B,56,290,183
E01003668,Redbridge 007A,103,127,36
E01003669,Redbridge 007B,48,161,36
E01003670,Redbridge 007C,61,142,32
E01003671,Redbridge 007D,60,187,14
E01003672,Redbridge 007E,101,152,58
E01003673,Redbridge 007F,70,214,33
E01003674,Redbridge 007G,99,228,75
E01003675,Redbridge 036A,33,105,24
E01003676,Redbridge 036B,36,128,29
E01003677,Redbridge 036C,46,127,15
E01003678,Redbridge 036D,21,125,24
E01003679,Redbridge 036E,33,141,15
E01003680,Redbridge 036F,36,129,19
E01003681,Redbridge 036G,107,135,76
E01003682,Redbridge 036H,31,144,15
E01003683,Redbridge 040C,34,180,42
E01003684,Redbridge 040E,30,146,33
E01003685,Redbridge 040D,27,132,27
E01003686,Redbridge 040A,40,125,37
E01003688,Redbridge 040B,21,113,66
E01003689,Redbridge 039C,77,196,35
E01003690,Redbridge 035A,61,201,44
E01003691,Redbridge 035B,32,109,27
E01003692,Redbridge 035C,35,133,23
E01003693,Redbridge 035D,22,100,12
E01003694,Redbridge 035E,58,86,24
E01003695,Redbridge 035F,34,106,27
E01003696,Redbridge 035G,54,113,22
E01003697,Redbridge 035H,35,134,19
E01003698,Redbridge 006A,51,142,27
E01003699,Redbridge 006B,90,129,34
E01003700,Redbridge 006C,108,204,41
E01003701,Redbridge 006D,63,172,50
E01003702,Redbridge 006E,103,208,66
E01003703,Redbridge 006F,82,192,103
E01003704,Redbridge 006G,86,164,51
E01003705,Redbridge 010A,67,224,59
E01003706,Redbridge 010B,72,146,64
